Image_Name,Generation,Generation_Time_Seconds,Solution_ID,Obj1_Attack_Score,Obj2_Distortion_Score,Active_MMRs,MMR1_Rotation,MMR2_Scale,MMR3_HistEq,MMR4_Downsample,MMR5_Shear,MMR6_Translate,Original_Caption,Original_Categories,Transformed_Caption,Transformed_Categories
4205.jpg,8,28.627139,15,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,8,28.627139,16,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,8,28.627139,17,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,8,28.627139,18,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,8,28.627139,19,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,8,28.627139,20,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,8,28.627139,21,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,8,28.627139,22,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,8,28.627139,23,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,8,28.627139,24,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,8,28.627139,25,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,8,28.627139,26,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,8,28.627139,27,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,8,28.627139,28,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,8,28.627139,29,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,0,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,1,3.627273,0.313283,1,False,True,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0","1. Animals: 10 fish
2. Vegetation: 10 plants
3. Trash: 10 pieces of trash
4. Objects: 10 objects","Trash:10, Objects:10, Animal:10, Vegetation:10"
4205.jpg,9,26.838034,2,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,3,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,4,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,5,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,6,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,7,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,8,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,9,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,10,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,11,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,12,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,13,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,14,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,15,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,16,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,17,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,18,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,19,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,20,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,21,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,22,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,23,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,24,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,25,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,26,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,27,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,28,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,9,26.838034,29,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,0,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,1,3.627273,0.313020,1,False,True,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0","1. Animals: 10 fish
2. Vegetation: 10 plants
3. Trash: 10 pieces of trash
4. Objects: 10 objects","Trash:10, Objects:10, Animal:10, Vegetation:10"
4205.jpg,10,26.509237,2,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,3,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,4,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,5,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,6,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,7,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,8,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,9,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,10,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,11,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,12,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,13,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,14,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,15,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,16,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,17,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,18,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,19,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,20,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,21,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,22,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,23,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,24,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,25,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,26,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,27,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,28,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,10,26.509237,29,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,11,27.188120,0,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,11,27.188120,1,3.627273,0.313020,1,False,True,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0","1. Animals: 10 fish
2. Vegetation: 10 plants
3. Trash: 10 pieces of trash
4. Objects: 10 objects","Trash:10, Objects:10, Animal:10, Vegetation:10"
4205.jpg,11,27.188120,2,3.627273,0.313020,1,False,True,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0","1. Animals: 10 fish
2. Vegetation: 10 plants
3. Trash: 10 pieces of trash
4. Objects: 10 objects","Trash:10, Objects:10, Animal:10, Vegetation:10"
4205.jpg,11,27.188120,3,3.627273,0.313020,1,False,True,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0","1. Animals: 10 fish
2. Vegetation: 10 plants
3. Trash: 10 pieces of trash
4. Objects: 10 objects","Trash:10, Objects:10, Animal:10, Vegetation:10"
4205.jpg,11,27.188120,4,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,11,27.188120,5,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,11,27.188120,6,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,11,27.188120,7,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,11,27.188120,8,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,11,27.188120,9,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,11,27.188120,10,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,11,27.188120,11,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,11,27.188120,12,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,11,27.188120,13,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,11,27.188120,14,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,11,27.188120,15,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,11,27.188120,16,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,11,27.188120,17,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,11,27.188120,18,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,11,27.188120,19,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,11,27.188120,20,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,11,27.188120,21,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,11,27.188120,22,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,11,27.188120,23,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,11,27.188120,24,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,11,27.188120,25,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
4205.jpg,11,27.188120,26,0.000000,0.000000,0,False,False,False,False,False,False,1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0",1. Animals: There are several fish swimming in the water.,"Trash:0, Objects:0, Animal:1, Vegetation:0"
